encodeur,condition,variante,type,statistique,estimation,ic_bas,ic_haut
A0 ep200,image,equilibree,image,exactitude,0.9941395844432606,0.9904102290889718,0.9973361747469366
A0 ep200,image,equilibree,image,exactitude_equilibree,0.9930436431697239,0.988275248244001,0.9969768479357177
A0 ep200,image,equilibree,image,f1_macro,0.9929277762120896,0.9881133984164916,0.9968699644082624
A0 ep200,image,equilibree,grappe_sources,exactitude,0.9941395844432606,0.9877464038359084,0.9985507246376811
A0 ep200,image,equilibree,grappe_sources,exactitude_equilibree,0.9930436431697239,0.9842880758486191,0.9982640817901234
A0 ep200,image,equilibree,grappe_sources,f1_macro,0.9929277762120896,0.9830371720818529,0.9980229825398914
A0 ep200,image,brute,image,exactitude,0.9941395844432606,0.9904102290889718,0.9973361747469366
A0 ep200,image,brute,image,exactitude_equilibree,0.9930436431697239,0.9886233430398815,0.9968840024608929
A0 ep200,image,brute,image,f1_macro,0.9929277762120896,0.9884975678175334,0.9967832904072518
A0 ep200,image,brute,grappe_sources,exactitude,0.9941395844432606,0.9876535934874179,0.9984647564481152
A0 ep200,image,brute,grappe_sources,exactitude_equilibree,0.9930436431697239,0.9851263229313378,0.9981069038451464
A0 ep200,image,brute,grappe_sources,f1_macro,0.9929277762120896,0.9817046122520325,0.9976894579534789
A0 ep200,source,equilibree,image,exactitude,0.6230818414322251,0.6112492007672634,0.6357137148337596
A0 ep200,source,equilibree,image,exactitude_equilibree,0.642969839896743,0.6314007175354479,0.6546495645811194
A0 ep200,source,equilibree,image,f1_macro,0.6229385568218037,0.6113341885055389,0.635896578238838
A0 ep200,source,equilibree,grappe_sources,exactitude,0.6230818414322251,0.49952805731931915,0.7593996115655708
A0 ep200,source,equilibree,grappe_sources,exactitude_equilibree,0.642969839896743,0.5373360161984307,0.7354973800126565
A0 ep200,source,equilibree,grappe_sources,f1_macro,0.6229385568218037,0.48957645338950256,0.7101464229425342
A0 ep200,source,brute,image,exactitude,0.620843989769821,0.6080522698209719,0.6326766304347826
A0 ep200,source,brute,image,exactitude_equilibree,0.6416940256494754,0.630700204916616,0.6530173027813088
A0 ep200,source,brute,image,f1_macro,0.6222245219561753,0.6099780327109487,0.6337871851933968
A0 ep200,source,brute,grappe_sources,exactitude,0.620843989769821,0.4862501694393099,0.7638461956521739
A0 ep200,source,brute,grappe_sources,exactitude_equilibree,0.6416940256494754,0.5340912553290701,0.7433609565359136
A0 ep200,source,brute,grappe_sources,f1_macro,0.6222245219561753,0.4929847267835502,0.7151850067832722
