encodeur,condition,variante,pli,n_test,exactitude,exactitude_equilibree,f1_macro,rappel_foetal,rappel_cardiaque,rappel_thyroide,rappel_sein
DINOv2,source,brute,3,1456,0.7348901098901099,0.6928255208333334,0.6469940861753802,0.93,0.12666666666666668,0.7966666666666666,0.91796875
A0 ep100,image,equilibree,regroupe,1877,0.9925412892914225,0.9906507784029398,0.9906841046892161,0.9984126984126984,0.9981481481481481,0.9833333333333333,0.9827089337175793
A0 ep100,image,brute,regroupe,1877,0.9930740543420352,0.9913452228473842,0.9912345649997104,0.9984126984126984,0.9981481481481481,0.9861111111111112,0.9827089337175793
A0 ep100,source,equilibree,regroupe,6256,0.6387468030690537,0.6483626833086176,0.6324644576994307,0.7390476190476191,0.42333333333333334,0.6291666666666667,0.8019031141868512
A0 ep100,source,equilibree,0,1200,0.6675,0.6675,0.6606216706136804,0.6366666666666667,0.5166666666666667,0.9633333333333334,0.5533333333333333
A0 ep100,source,equilibree,1,1800,0.6361111111111111,0.5291666666666667,0.48870341574483805,0.85,0.18,0.16,0.9266666666666666
A0 ep100,source,equilibree,2,1800,0.6033333333333334,0.6194444444444445,0.6269559165589729,0.3466666666666667,0.5711111111111111,0.7066666666666667,0.8533333333333334
A0 ep100,source,equilibree,3,1456,0.6620879120879121,0.6308463541666667,0.5959044396419503,0.82,0.13,0.6866666666666666,0.88671875
A0 ep100,source,brute,regroupe,6256,0.6513746803069054,0.65991620667875,0.6456437228170914,0.7614285714285715,0.42944444444444446,0.6408333333333334,0.8079584775086506
A0 ep100,source,brute,0,1200,0.7175,0.7175,0.7130746418685429,0.6933333333333334,0.6566666666666666,0.96,0.56
A0 ep100,source,brute,1,1800,0.6477777777777778,0.5422222222222223,0.5023384762843565,0.8588888888888889,0.19666666666666666,0.18333333333333332,0.93
A0 ep100,source,brute,2,1800,0.6027777777777777,0.6380555555555556,0.6381782192517695,0.4266666666666667,0.5322222222222223,0.73,0.8633333333333333
A0 ep100,source,brute,3,1456,0.6614010989010989,0.6309895833333333,0.5948397121933399,0.8166666666666667,0.12666666666666668,0.69,0.890625
A0 ep200,image,equilibree,regroupe,1877,0.9941395844432606,0.9930436431697239,0.9929277762120896,0.9984126984126984,0.9962962962962963,0.9861111111111112,0.9913544668587896
A0 ep200,image,brute,regroupe,1877,0.9941395844432606,0.9930436431697239,0.9929277762120896,0.9984126984126984,0.9962962962962963,0.9861111111111112,0.9913544668587896
A0 ep200,source,equilibree,regroupe,6256,0.6230818414322251,0.642969839896743,0.6229385568218037,0.6947619047619048,0.36944444444444446,0.7075,0.8001730103806228
A0 ep200,source,equilibree,0,1200,0.7233333333333334,0.7233333333333334,0.7194650847259721,0.6833333333333333,0.7,0.9633333333333334,0.5466666666666666
A0 ep200,source,equilibree,1,1800,0.6727777777777778,0.6291666666666667,0.594333306455428,0.76,0.23,0.5866666666666667,0.94
A0 ep200,source,equilibree,2,1800,0.48777777777777775,0.5444444444444444,0.5529701472802626,0.36,0.37444444444444447,0.62,0.8233333333333334
A0 ep200,source,equilibree,3,1456,0.6462912087912088,0.6248958333333333,0.5874556936057824,0.77,0.16333333333333333,0.66,0.90625
A0 ep200,source,brute,regroupe,6256,0.620843989769821,0.6416940256494754,0.6222245219561753,0.6942857142857143,0.3572222222222222,0.7125,0.8027681660899654
A0 ep200,source,brute,0,1200,0.7408333333333333,0.7408333333333333,0.7374504674513418,0.72,0.71,0.9633333333333334,0.57
A0 ep200,source,brute,1,1800,0.6688888888888889,0.633888888888889,0.5985435616202432,0.7388888888888889,0.24333333333333335,0.6133333333333333,0.94
A0 ep200,source,brute,2,1800,0.4677777777777778,0.5294444444444444,0.5418076411005484,0.3466666666666667,0.34444444444444444,0.6066666666666667,0.82
A0 ep200,source,brute,3,1456,0.6517857142857143,0.6265494791666667,0.5892326842597755,0.7883333333333333,0.15666666666666668,0.6666666666666666,0.89453125
A0 ep300,image,equilibree,regroupe,1877,0.9925412892914225,0.9908822598844214,0.9908044984602874,0.9984126984126984,0.9962962962962963,0.9861111111111112,0.9827089337175793
A0 ep300,image,brute,regroupe,1877,0.9936068193926478,0.9919995463763476,0.9920654538964094,1.0,0.9962962962962963,0.9861111111111112,0.9855907780979827
A0 ep300,source,equilibree,regroupe,6256,0.632193094629156,0.6545212692920306,0.635607930654815,0.6419047619047619,0.4527777777777778,0.7033333333333334,0.8200692041522492
A0 ep300,source,equilibree,0,1200,0.7,0.7000000000000001,0.6951562997585821,0.5366666666666666,0.72,0.96,0.5833333333333334
A0 ep300,source,equilibree,1,1800,0.6738888888888889,0.6197222222222222,0.5904532411084111,0.7822222222222223,0.26,0.53,0.9066666666666666
A0 ep300,source,equilibree,2,1800,0.5527777777777778,0.5563888888888889,0.5675468385537036,0.07666666666666666,0.5455555555555556,0.7033333333333334,0.9
A0 ep300,source,equilibree,3,1456,0.6229395604395604,0.5972526041666667,0.5502733843849533,0.7666666666666667,0.1,0.62,0.90234375
A0 ep300,source,brute,regroupe,6256,0.6270780051150895,0.6485431770747514,0.6304376170313629,0.6480952380952381,0.43722222222222223,0.6991666666666667,0.8096885813148789
A0 ep300,source,brute,0,1200,0.7066666666666667,0.7066666666666667,0.7028652078592251,0.5833333333333334,0.72,0.96,0.5633333333333334
A0 ep300,source,brute,1,1800,0.6683333333333333,0.6147222222222222,0.5863324812237176,0.7755555555555556,0.27666666666666667,0.5066666666666667,0.9
A0 ep300,source,brute,2,1800,0.535,0.5491666666666667,0.5614246559101962,0.09333333333333334,0.5066666666666667,0.7033333333333334,0.8933333333333333
A0 ep300,source,brute,3,1456,0.6243131868131868,0.5986328125,0.5543203051196728,0.7666666666666667,0.10666666666666667,0.6266666666666667,0.89453125
FOETAL ep50,image,equilibree,regroupe,1877,0.9914757591901971,0.9903862281383896,0.990109855139145,0.9936507936507937,0.9962962962962963,0.9888888888888889,0.9827089337175793
FOETAL ep50,image,brute,regroupe,1877,0.9909429941395844,0.9896657670432887,0.9894027987101998,0.9936507936507937,0.9962962962962963,0.9888888888888889,0.9798270893371758
FOETAL ep50,source,equilibree,regroupe,6256,0.6708759590792839,0.6829103504146756,0.6723899563864172,0.6785714285714286,0.5722222222222222,0.685,0.7958477508650519
FOETAL ep50,source,equilibree,0,1200,0.7175,0.7175,0.706400307702576,0.8333333333333334,0.6333333333333333,0.9566666666666667,0.44666666666666666
FOETAL ep50,source,equilibree,1,1800,0.7711111111111111,0.7922222222222222,0.7501900248731386,0.7288888888888889,0.8,0.6866666666666666,0.9533333333333334
FOETAL ep50,source,equilibree,2,1800,0.5761111111111111,0.5430555555555556,0.5405059812213352,0.15666666666666668,0.6422222222222222,0.47,0.9033333333333333
FOETAL ep50,source,equilibree,3,1456,0.6256868131868132,0.5952994791666667,0.5358453177648537,0.7866666666666666,0.07333333333333333,0.6266666666666667,0.89453125
FOETAL ep50,source,brute,regroupe,6256,0.6702365728900256,0.6818309922008019,0.6718122074057546,0.6876190476190476,0.5605555555555556,0.6841666666666667,0.7949826989619377
FOETAL ep50,source,brute,0,1200,0.7183333333333334,0.7183333333333334,0.7071586269320956,0.8333333333333334,0.6366666666666667,0.9566666666666667,0.44666666666666666
FOETAL ep50,source,brute,1,1800,0.7761111111111111,0.8002777777777776,0.7572484183515907,0.7277777777777777,0.82,0.7,0.9533333333333334
FOETAL ep50,source,brute,2,1800,0.5705555555555556,0.5502777777777778,0.5463968063731073,0.22333333333333333,0.6111111111111112,0.46,0.9066666666666666
FOETAL ep50,source,brute,3,1456,0.6229395604395604,0.5916796875,0.5334392696936456,0.7866666666666666,0.07333333333333333,0.62,0.88671875
FOETAL ep100,image,equilibree,regroupe,1877,0.9920085242408098,0.9903461072229084,0.990022079795857,0.9952380952380953,1.0,0.9805555555555555,0.9855907780979827
FOETAL ep100,image,brute,regroupe,1877,0.9925412892914225,0.9910405516673528,0.9907280759461287,0.9952380952380953,1.0,0.9833333333333333,0.9855907780979827
FOETAL ep100,source,equilibree,regroupe,6256,0.6149296675191815,0.6346544254956884,0.6219651155390632,0.6209523809523809,0.46111111111111114,0.6641666666666667,0.7923875432525952
FOETAL ep100,source,equilibree,0,1200,0.6458333333333334,0.6458333333333333,0.6232812373075752,0.81,0.36,0.96,0.4533333333333333
FOETAL ep100,source,equilibree,1,1800,0.6444444444444445,0.665,0.6192354672353617,0.6033333333333334,0.5366666666666666,0.5833333333333334,0.9366666666666666
FOETAL ep100,source,equilibree,2,1800,0.5438888888888889,0.5175000000000001,0.522875807636917,0.11,0.5966666666666667,0.46,0.9033333333333333
FOETAL ep100,source,equilibree,3,1456,0.6407967032967034,0.6080729166666666,0.5599881073308187,0.8083333333333333,0.08,0.6533333333333333,0.890625
FOETAL ep100,source,brute,regroupe,6256,0.6074168797953964,0.6267318545065085,0.6145858512468847,0.638095238095238,0.42,0.6625,0.7863321799307958
FOETAL ep100,source,brute,0,1200,0.6416666666666667,0.6416666666666667,0.616688816213751,0.8266666666666667,0.34,0.9566666666666667,0.44333333333333336
FOETAL ep100,source,brute,1,1800,0.6588888888888889,0.6833333333333333,0.6356282585330455,0.61,0.6033333333333334,0.5833333333333334,0.9366666666666666
FOETAL ep100,source,brute,2,1800,0.5077777777777778,0.5116666666666667,0.5195263178024633,0.18,0.5,0.47333333333333333,0.8933333333333333
FOETAL ep100,source,brute,3,1456,0.6387362637362637,0.6037630208333333,0.5562111781407076,0.815,0.07666666666666666,0.6366666666666667,0.88671875
